SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2021239N17281,2021,66,,GM,IDA,2021-08-29 15:00:00,TS,28.9,-89.9, , , ,main,29,0,P______________, ,AL092021,28.9,-89.9, ,HU,130,930,4,130,110,80,110,70,60,40,60,45,35,20,30,1012,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,165,150, ,10,320
2021239N17281,2021,66,,GM,IDA,2021-08-29 16:55:00,TS,29.1,-90.2,130,931,hurdat_atl,main,0,0,V______________,hurdat_atl,AL092021,29.1,-90.2,L,HU,130,931,4,130,110,80,110,70,60,40,60,45,35,20,30,1012,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,155,150, ,10,305
2021239N17281,2021,66,,GM,IDA,2021-08-29 18:00:00,TS,29.2,-90.4,125,932,hurdat_atl,main,9,0,O______________,hurdat_atl,AL092021,29.2,-90.4, ,HU,125,932,4,130,120,80,80,70,60,40,40,45,35,20,25,1011,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150, , , , ,12,180,150,150, ,8,320
2021239N17281,2021,66,,,IDA,2021-08-29 21:00:00,TS,29.5,-90.6, , , ,main,0,0,P______________, ,AL092021,29.5,-90.6, ,HU,115,938,4,105,120,80,75,60,60,40,40,38,33,20,23,1011,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,165,150, ,7,345
2021239N17281,2021,66,,,IDA,2021-08-30 00:00:00,TS,29.9,-90.6,105,944,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,29.9,-90.6, ,HU,105,944,3,80,120,80,70,50,60,40,40,30,30,20,20,1010,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,180,180,150, ,7,355
2021239N17281,2021,66,,,IDA,2021-08-30 03:00:00,TS,30.2,-90.7, , , ,main,0,0,P______________, ,AL092021,30.2,-90.7, ,HU,85,961,2,80,125,80,55,50,55,20,20,30,30,10,10,1010,180,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,210,135, ,7,345
2021239N17281,2021,66,,,IDA,2021-08-30 06:00:00,TS,30.6,-90.8,65,978,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,30.6,-90.8, ,HU,65,978,1,80,130,80,40,50,50,0,0,30,30,0,0,1010,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, , , , ,12, ,240,120, ,8,350
2021239N17281,2021,66,,,IDA,2021-08-30 09:00:00,TS,31.0,-90.9, , , ,main,0,0,P______________, ,AL092021,31.0,-90.9, ,TS,53,985,0,65,145,70,35,25,25, , , , , , ,1010,180,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,210, , ,9,355
2021239N17281,2021,66,,,IDA,2021-08-30 12:00:00,TS,31.5,-90.9,40,992,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,31.5,-90.9, ,TS,40,992,0,50,160,60,30, , , , , , , , ,1009,180,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12, ,180, , ,8,10
2021239N17281,2021,66,,,IDA,2021-08-30 15:00:00,TS,31.9,-90.7, , , ,main,0,0,P______________, ,AL092021,31.9,-90.7, ,TS,38,994,0,25,160,30,15, , , , , , , , ,1009,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,180, , ,8,25
2021239N17281,2021,66,,,IDA,2021-08-30 18:00:00,TS,32.2,-90.5,35,996,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,32.2,-90.5, ,TS,35,996,0,0,160,0,0, , , , , , , , ,1009,180,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12, ,180, , ,8,30
2021239N17281,2021,66,,,IDA,2021-08-30 21:00:00,TS,32.6,-90.3, , , ,main,0,0,P______________, ,AL092021,32.6,-90.3, ,TS,33,996,-1, , , , , , , , , , , , ,1009,218,165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,30
2021239N17281,2021,66,,,IDA,2021-08-31 00:00:00,TS,33.0,-90.0,30,996,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,33.0,-90.0, ,TD,30,996,-1, , , , , , , , , , , , ,1009,255,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,9,30
2021239N17281,2021,66,,,IDA,2021-08-31 03:00:00,TS,33.4,-89.7, , , ,main,0,0,P______________, ,AL092021,33.4,-89.7, ,TD,28,996,-1, , , , , , , , , , , , ,1008,235,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,30
2021239N17281,2021,66,,,IDA,2021-08-31 06:00:00,TS,33.8,-89.4,25,996,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,33.8,-89.4, ,TD,25,996,-1, , , , , , , , , , , , ,1007,215,210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,10,45
2021239N17281,2021,66,,,IDA,2021-08-31 09:00:00,TS,34.1,-89.0, , , ,main,0,0,P______________, ,AL092021,34.1,-89.0, ,TD,25,996,-1, , , , , , , , , , , , ,1008,313,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,55
2021239N17281,2021,66,,,IDA,2021-08-31 12:00:00,TS,34.4,-88.4,25,996,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,34.4,-88.4, ,TD,25,996,-1, , , , , , , , , , , , ,1008,410,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,11,55
2021239N17281,2021,66,,,IDA,2021-08-31 15:00:00,TS,34.7,-87.8, , , ,main,0,0,P______________, ,AL092021,34.7,-87.8, ,TD,23,998,-1, , , , , , , , , , , , ,1008,410,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,55
2021239N17281,2021,66,,,IDA,2021-08-31 18:00:00,TS,35.1,-87.1,20,999,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,35.1,-87.1, ,TD,20,999,-1, , , , , , , , , , , , ,1008,410,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , ,14,60
2021239N17281,2021,66,,,IDA,2021-08-31 21:00:00,TS,35.4,-86.3, , , ,main,0,0,P______________, ,AL092021,35.4,-86.3, ,TD,20,1000,-1, , , , , , , , , , , , ,1007,305,260, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,60
2021239N17281,2021,66,,,IDA,2021-09-01 00:00:00,TS,35.8,-85.5,20,1000,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,35.8,-85.5, ,TD,20,1000,-1, , , , , , , , , , , , ,1005,200,270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,16,60
2021239N17281,2021,66,,,IDA,2021-09-01 03:00:00,TS,36.2,-84.6, , , ,main,0,0,P______________, ,AL092021,36.2,-84.6, ,TD,20,1000,-1, , , , , , , , , , , , ,1006,238,270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,60
2021239N17281,2021,66,,,IDA,2021-09-01 06:00:00,TS,36.7,-83.6,20,1000,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,36.7,-83.6, ,TD,20,1000,-1, , , , , , , , , , , , ,1006,275,270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,18,60
2021239N17281,2021,66,,,IDA,2021-09-01 09:00:00,TS,37.2,-82.6, , , ,main,0,0,P______________, ,AL092021,37.2,-82.6, ,TD,23,1000,-1, , , , , , , , , , , , ,1007,350,285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,60
2021239N17281,2021,66,,,IDA,2021-09-01 12:00:00,ET,37.7,-81.5,25,1000,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,37.7,-81.5, ,EX,25,1000,-4, , , , , , , , , , , , ,1008,425,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,24,60
2021239N17281,2021,66,,,IDA,2021-09-01 15:00:00,ET,38.4,-80.1, , , ,main,0,0,P______________, ,AL092021,38.4,-80.1, ,EX,28,1000,-4, , , , , , , , , , , , ,1008,453,255, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,60
2021239N17281,2021,66,,,IDA,2021-09-01 18:00:00,ET,39.0,-78.5,30,999,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,39.0,-78.5, ,EX,30,999,-4, , , , , , , , , , , , ,1008,480,210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,26,65
2021239N17281,2021,66,,,IDA,2021-09-01 21:00:00,ET,39.4,-77.0, , , ,main,0,0,P______________, ,AL092021,39.4,-77.0, ,EX,33,998,-4, , , , , , , , , , , , ,1005,305,180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,70
2021239N17281,2021,66,,,IDA,2021-09-02 00:00:00,ET,39.8,-75.6,35,997,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,39.8,-75.6, ,EX,35,997,-4,0,150,0,0, , , , , , , , ,1001,130,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,23,70
2021239N17281,2021,66,,,IDA,2021-09-02 03:00:00,ET,40.2,-74.2, , , ,main,0,0,P______________, ,AL092021,40.2,-74.2, ,EX,38,997,-4,0,150,75,0, , , , , , , , ,1002,143,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,70
2021239N17281,2021,66,,,IDA,2021-09-02 06:00:00,ET,40.6,-72.8,40,997,hurdat_atl,main,22,13,O______________,hurdat_atl,AL092021,40.6,-72.8, ,EX,40,997,-4,0,150,150,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,24,70
2021239N17281,2021,66,,,IDA,2021-09-02 09:00:00,ET,40.9,-71.2, , , ,main,61,37,P______________, ,AL092021,40.9,-71.2, ,EX,40,997,-4,90,150,75,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,70
2021239N17281,2021,66,,,IDA,2021-09-02 12:00:00,ET,41.4,-69.7,40,997,hurdat_atl,main,41,41,O______________,hurdat_atl,AL092021,41.4,-69.7, ,EX,40,997,-4,180,150,0,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,60
2021239N17281,2021,66,,,IDA,2021-09-02 15:00:00,ET,42.2,-68.4, , , ,main,139,110,P______________, ,AL092021,42.2,-68.4, ,EX,40,997,-4,90,150,0,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,45
2021239N17281,2021,66,,,IDA,2021-09-02 18:00:00,ET,43.3,-67.2,40,996,hurdat_atl,main,97,0,O______________,hurdat_atl,AL092021,43.3,-67.2, ,EX,40,996,-4,0,150,0,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,40
2021239N17281,2021,66,,,IDA,2021-09-02 21:00:00,ET,44.4,-65.9, , , ,main,0,0,P______________, ,AL092021,44.4,-65.9, ,EX,40,996,-4,75,150,0,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,40
2021239N17281,2021,66,,,IDA,2021-09-03 00:00:00,ET,45.4,-64.7,40,995,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092021,45.4,-64.7, ,EX,40,995,-4,150,150,0,0, , , , , , , , ,1002,155,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,35
2021239N17281,2021,66,,,IDA,2021-09-03 03:00:00,ET,46.1,-64.0, , , ,main,7,0,P______________, ,AL092021,46.1,-64.0, ,EX,43,994,-4,150,150,30,75, , , , , , , , ,1002,155,135, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,30
2021239N17281,2021,66,,,IDA,2021-09-03 06:00:00,ET,46.6,-63.6,45,992,hurdat_atl,main,11,11,O______________,hurdat_atl,AL092021,46.6,-63.6, ,EX,45,992,-4,150,150,60,150, , , , , , , , ,1002,155,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,35
2021239N17281,2021,66,,,IDA,2021-09-03 09:00:00,ET,47.1,-63.1, , , ,main,68,68,P______________, ,AL092021,47.1,-63.1, ,EX,45,992,-4,135,150,75,120, , , , , , , , ,1003,155,105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,35
2021239N17281,2021,66,,,IDA,2021-09-03 12:00:00,ET,47.5,-62.7,45,991,hurdat_atl,main,112,112,O______________,hurdat_atl,AL092021,47.5,-62.7, ,EX,45,991,-4,120,150,90,90, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,25
2021239N17281,2021,66,,,IDA,2021-09-03 15:00:00,ET,48.1,-62.4, , , ,main,114,62,P______________, ,AL092021,48.1,-62.4, ,EX,45,992,-4,185,150,105,105, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,10
2021239N17281,2021,66,,,IDA,2021-09-03 18:00:00,ET,48.6,-62.4,45,992,hurdat_atl,main,62,44,O______________,hurdat_atl,AL092021,48.6,-62.4, ,EX,45,992,-4,250,150,120,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,345
2021239N17281,2021,66,,,IDA,2021-09-03 21:00:00,ET,48.8,-62.7, , , ,main,44,44,P______________, ,AL092021,48.8,-62.7, ,EX,45,992,-4,215,120,105,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,295
2021239N17281,2021,66,,,IDA,2021-09-04 00:00:00,ET,48.8,-63.1,45,992,hurdat_atl,main,46,46,O______________,hurdat_atl,AL092021,48.8,-63.1, ,EX,45,992,-4,180,90,90,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,275
2021239N17281,2021,66,,,IDA,2021-09-04 03:00:00,ET,48.8,-63.6, , , ,main,43,21,P______________, ,AL092021,48.8,-63.6, ,EX,43,992,-4,150,45,45,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,260
2021239N17281,2021,66,,,IDA,2021-09-04 06:00:00,ET,48.7,-63.9,40,992,hurdat_atl,main,21,14,O______________,hurdat_atl,AL092021,48.7,-63.9, ,EX,40,992,-4,120,0,0,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,205
2021239N17281,2021,66,,,IDA,2021-09-04 09:00:00,ET,48.2,-64.0, , , ,main,31,31,P______________, ,AL092021,48.2,-64.0, ,EX,38,994,-4,120,0,0,120, , , , , , , , ,1003,155,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,180
